Country,Year,Cellphone,Internetuser,Radio,Telephone,Xlpopulation,Xlrealgdp
Jordan,1988,0,,921,197693.38,2956,13853
Jordan,1989,0,,969,215577.38,3069,12387
Jordan,1990,1329.534,,1020,227085.09,3277,12371
Jordan,1991,1400.376,,1072,254032.16,3562,12656
Jordan,1992,1420.152,,1133,270300.09,3762,14807
Jordan,1993,1424.99,,1197,283907.78,3889,15666
Jordan,1994,1428.761,,1265,312818.53,3999,16856
Jordan,1995,12122.58,977.6276,1350,309914.78,4099,17514
Jordan,1996,15668.88,1946.467,1600,336274.59,4210,17689
Jordan,1997,43656.52,26516.25,1660,391939.31,4322,17919
Jordan,1998,79673.28,58787.31,1720,493795.72,4435,18313
Jordan,1999,114550.3,116078.4,1790,546815.13,4561,18615.2
Kazakhstan,1991,0,,6252,1399163.8,16878,108830
Kazakhstan,1992,0,,6301,1461451.4,16975,103024
Kazakhstan,1993,0,,6350,1920709.5,16964,93636
Kazakhstan,1994,389.4146,81.77454,6400,1934417.9,16775,81777
Kazakhstan,1995,4468.174,1748.416,6450,1906686.5,16540,75106
Kazakhstan,1996,9437.021,4815.79,6460,1845980.8,16166,75477
Kazakhstan,1997,10731.64,9579.807,6470,1729526,15751,76716
Kazakhstan,1998,28190.25,18982.72,6480,1685133.4,15567,74857
Kazakhstan,1999,46518.72,65781.91,6490,1653781.9,15329.5,89865.8
Kenya,1963,,,148,48000,8957,6392
Kenya,1964,,,161,51000,9248,7013
Kenya,1965,,,175,54000,9549,7093
Kenya,1966,,,190,57000,9864,8005
Kenya,1967,,,207,61000,10192,8419
Kenya,1968,,,225,70000,10532,9028
Kenya,1969,,,244,72000,10888,9590
Kenya,1970,,,265,82000,11272,10291
Kenya,1971,,,288,90000,11685,10944
Kenya,1972,,,312,100000,12126,11509
Kenya,1973,,,339,110000,12594,12107
Kenya,1974,,,368,118000,13090,12704
Kenya,1975,0,,400,127000,13615,12652
Kenya,1976,0,,441,137000,14171,13162
Kenya,1977,0,,486,143000,14762,14369
Kenya,1978,0,,535,155000,15386,15663
Kenya,1979,0,,590,175000,16045,16252
Kenya,1980,0,,650,192000,16685,17160
Kenya,1981,0,,778,198000,17341,17555
Kenya,1982,0,,932,217000,18015,18614
Kenya,1983,0,,1116,231000,18707,18729
Kenya,1984,0,,1336,248000,19419,19056
Kenya,1985,0,,1600,272000,20149,19876
Kenya,1986,0,,1673,292000,20890,21302
Kenya,1987,0,,1749,316000,21620,22569
Kenya,1988,0,,1819,337000,22330,23927
Kenya,1989,0,,1913,,23016,25018
Kenya,1990,0,,2000,,23674,26093
Kenya,1991,0,,2108,,24493,26458
Kenya,1992,1160.171,,2221,,25410,26247
Kenya,1993,1222.632,,2341,,26071,26352
Kenya,1994,2087.655,,2467,,26496,27037
Kenya,1995,2382.461,209.0795,2600,,26864,28226
Kenya,1996,2942.567,2603.12,3000,,27316,29384
Kenya,1997,7012.823,10363.27,3070,,27839,30001
Kenya,1998,11090.34,15466.26,3140,,28337,30451
Kenya,1999,24361.05,35889.92,3210,,29009.6,29808.5
Kuwait,1961,,,40,15000,325,8495
Kuwait,1962,,,85,17000,358,9474
Kuwait,1963,,,130,18000,394,9984
Kuwait,1964,,,175,22000,433,10962
Kuwait,1965,,,184,26000,476,11205
Kuwait,1966,,,193,32000,523,12584
Kuwait,1967,,,203,43000,575,12885
Kuwait,1968,,,214,51000,632,14089
Kuwait,1969,,,225,58000,690,14474
Kuwait,1970,,,236,63000,748,22944
Kuwait,1971,,,248,68000,793,24537
Kuwait,1972,,,261,85000,842,25503
Kuwait,1973,,,275,95000,894,23847
Kuwait,1974,,,289,115000,948,20799
Kuwait,1975,0,,304,129000,1007,18287
Kuwait,1976,0,,319,140000,1072,19466
Kuwait,1977,0,,336,155000,1140,18722
Kuwait,1978,0,,353,176000,1214,20072
Kuwait,1979,0,,371,192000,1292,22827
Kuwait,1980,0,,390,215000,1370,18178
Kuwait,1981,0,,450,232000,1432,14737
Kuwait,1982,0,,520,243000,1497,13006
Kuwait,1983,0,,600,258000,1566,14039
Kuwait,1984,0,,693,271000,1637,14775
Kuwait,1985,0,,800,287000,1720,14148
Kuwait,1986,8498.958,,853,310000,1799,15352
Kuwait,1987,15428.51,,909,330000,1880,14733
Kuwait,1988,19647.36,,968,363000,1962,15247
Kuwait,1989,26301.37,,1032,,2045,16389
Kuwait,1990,25035.16,,1100,,2131,13111
Kuwait,1991,33149.89,,1110,,955,7735
Kuwait,1992,41983.11,,1120,,1398,13723
Kuwait,1993,56488.42,,1130,,1467,18416
Kuwait,1994,79917.85,,1140,,1574,19963
Kuwait,1995,117622.3,3500.394,1150,,1673,20163
Kuwait,1996,151034.1,14997.13,1160,,1754,20586
Kuwait,1997,210033,40006.29,1175,,1834,21101
Kuwait,1998,249987.3,59996.95,1190,,1913,21565
Kuwait,1999,299972.3,99990.74,1206,,1991,
Kyrgyzstan,1993,0,,490,372566.56,4482,10590
Kyrgyzstan,1994,0,,500,344206.16,4473,8466
Kyrgyzstan,1995,0,,510,363332.59,4514,7999
Kyrgyzstan,1996,0,,515,348084.78,4576,8571
Kyrgyzstan,1997,0,,520,357328.13,4367,9415
Kyrgyzstan,1998,1378.155,3572.994,525,376113.78,4699,9595
Kyrgyzstan,1999,2581.57,10028.59,530,371726.03,4765.14,9679.44
Laos,1954,,,0,,2035,1306
Laos,1955,,,0,,2077,1347
Laos,1956,,,0,,2121,1388
Laos,1957,,,0,,2166,1431
Laos,1958,,,0,,2213,1476
Laos,1959,,,0,,2261,1521
Laos,1960,,,3,,2309,1568
Laos,1961,,,15,,2359,1617
Laos,1962,,,26,,2409,1667
Laos,1963,,,38,,2460,1718
Laos,1964,,,50,,2512,1772
Laos,1965,,,61,,2565,1826
Laos,1966,,,73,,2619,1883
Laos,1967,,,84,,2674,1941
Laos,1968,,,96,,2730,2001
Laos,1969,,,45,,2787,2063
Laos,1970,,,50,,2845,2127
Laos,1971,,,66,,2904,2193
Laos,1972,,,78,,2964,2261
Laos,1973,,,97,,3027,2331
Laos,1974,,,120,,3092,2403
Laos,1975,0,,150,5400,3161,2477
Laos,1976,0,,170,5710.5024,3176,2554
Laos,1977,0,,211,5699.7422,3208,2633
Laos,1978,0,,249,5483.6035,3248,2714
Laos,1979,0,,295,5479.248,3268,2798
Laos,1980,0,,350,5500,3293,2885
Laos,1981,0,,365,5476.0562,3337,2974
Laos,1982,0,,380,5367.3711,3411,3066
Laos,1983,0,,396,5575.478,3495,3161
Laos,1984,0,,413,5800.6689,3577,3258
Laos,1985,0,,430,6005.7822,3657,3359
Laos,1986,0,,447,6116.2544,3753,3463
Laos,1987,0,,464,6216.5669,3853,3570
Laos,1988,0,,482,6421.5581,3960,3681
Laos,1989,0,,501,6190.1143,4073,3795
Laos,1990,0,,520,6794.8882,4191,3912
Laos,1991,0,,540,7113.354,4314,4031
Laos,1992,282.7825,,561,8298.2041,4440,4245
Laos,1993,336.9778,,583,8521.5732,4569,4674
Laos,1994,623.9083,,606,18094.338,4702,4964
Laos,1995,1563.693,,630,16868.381,4837,5230
Laos,1996,3844.44,,700,19747.643,4976,5355
Laos,1997,4975.691,,730,24856.186,5117,5636
Laos,1998,6516.392,504.9529,761,28751.697,5261,5806
Laos,1999,12167.64,2014.664,794,35367.559,5385.89,
Latvia,1991,0,,1641,649332.88,2662,23666
Latvia,1992,1031.247,,1661,655164.31,2632,15427
Latvia,1993,3770.547,,1680,688914.69,2586,13117
Latvia,1994,8305.976,,1700,662495.88,2548,13117
Latvia,1995,14917,,1720,700465.5,2516,13091
Latvia,1996,28378.1,19914.46,1750,736038.38,2491,13527
Latvia,1997,76170.41,49397.15,1760,731190.5,2469,14709
Latvia,1998,164163.1,78424.98,1770,727683.94,2449,15222
Latvia,1999,268788.3,102873.7,1780,716712.94,2428.59,15783.7
Lebanon,1946,,,22,,,
Lebanon,1947,,,26,,,
Lebanon,1948,,,31,,,
Lebanon,1949,,,35,,,
Lebanon,1950,,,40,,1364,3313
Lebanon,1951,,,45,20000,1401,2972
Lebanon,1952,,,45,22000,1440,3157
Lebanon,1953,,,51,24000,1479,3634
Lebanon,1954,,,58,33000,1519,4171
Lebanon,1955,,,65,34000,1561,4506
Lebanon,1956,,,72,38000,1604,4399
Lebanon,1957,,,79,40000,1647,4476
Lebanon,1958,,,86,42000,1692,3840
Lebanon,1959,,,93,45000,1739,4164
Lebanon,1960,,,100,66000,1786,4274
Lebanon,1961,,,143,69000,1836,4555
Lebanon,1962,,,187,71000,1887,4731
Lebanon,1963,,,231,95000,1940,4771
Lebanon,1964,,,275,99000,1996,5059
Lebanon,1965,,,362,105000,2058,5569
Lebanon,1966,,,450,120000,2122,5950
Lebanon,1967,,,451,130000,2187,5668
Lebanon,1968,,,550,150000,2254,6381
Lebanon,1969,,,590,,2320,6520
Lebanon,1970,,,600,192000,2383,6950
Lebanon,1971,,,605,300000,2529,7590
Lebanon,1972,,,784,227000,2680,8514
Lebanon,1973,,,963,,2824,8915
Lebanon,1974,,,1142,,2986,10465
Lebanon,1975,0,,1321,,3095,10724
Lebanon,1976,0,,1400,,3115,10989
Lebanon,1977,0,,1376,,3110,11260
Lebanon,1978,0,,1353,,3102,11539
Lebanon,1979,0,,1330,,3090,10873
Lebanon,1980,0,,1386,,3075,10879
Lebanon,1981,0,,1443,,3068,10366
Lebanon,1982,0,,1500,,3072,9680
Lebanon,1983,0,,1665,,3073,9584
Lebanon,1984,0,,1847,,3072,9786
Lebanon,1985,0,,2050,,3068,10028
Lebanon,1986,0,,2092,,3066,9581
Lebanon,1987,0,,2135,,3068,6705
Lebanon,1988,0,,2179,,3075,6099
Lebanon,1989,0,,2224,300000,3088,6106
Lebanon,1990,0,,2270,300000,3130,6099
Lebanon,1991,0,,2334,310000,3179,8429
Lebanon,1992,0,,2416,350000,3210,8808
Lebanon,1993,0,,2501,,3247,9425
Lebanon,1994,0,,2589,,3291,10179
Lebanon,1995,159667.8,3326.412,2680,,3340,10840
Lebanon,1996,261752.9,6609.938,2750,,3394,11274
Lebanon,1997,493062.8,59334.88,2850,,3450,11725
Lebanon,1998,666660.3,131944.2,2953,,3506,12077
Lebanon,1999,827571.5,263992.3,3061,,3563,12828.2
Lesotho,1966,,,1,,973,
Lesotho,1967,,,1,,993,
Lesotho,1968,,,1,,1015,
Lesotho,1969,,,3,,1037,
Lesotho,1970,,,5,,1061,
Lesotho,1971,,,7,,1086,
Lesotho,1972,,,10,,1111,
Lesotho,1973,,,11,,1137,
Lesotho,1974,,,16,,1160,
Lesotho,1975,0,,22,1837.8652,1187,
Lesotho,1976,0,,23,1865.0803,1214,
Lesotho,1977,0,,26,1928.859,1244,
Lesotho,1978,0,,30,2470.2546,1274,
Lesotho,1979,0,,30,2940.7544,1306,
Lesotho,1980,0,,30,3286.4392,1339,
Lesotho,1981,0,,32,4236.7305,1370,
Lesotho,1982,0,,35,4584.6475,1414,
Lesotho,1983,0,,38,4862.9819,1454,
Lesotho,1984,0,,41,5020.2715,1470,
Lesotho,1985,0,,44,6778.9634,1528,
Lesotho,1986,0,,46,8178.5815,1583,
Lesotho,1987,0,,48,10235.051,1619,
Lesotho,1988,0,,51,11119.781,1675,
Lesotho,1989,0,,53,11569.884,1700,
Lesotho,1990,0,,56,11372.783,1792,
Lesotho,1991,0,,59,10979.983,1841,
Lesotho,1992,0,,63,9885.8213,1891,
Lesotho,1993,0,,67,12325.579,1943,
Lesotho,1994,0,,71,13045.722,1963.2,
Lesotho,1995,0,,75,14549.123,1982.21,
Lesotho,1996,1017.859,40.3294,100,12884.553,2001.22,
Lesotho,1997,2795.047,79.83585,104,16291.132,2021.42,
Lesotho,1998,8148.001,165.7915,108,17404.947,2040.44,
Lesotho,1999,9827.147,819.1519,112,17688.865,2060.63,
Liberia,1847,,,0,,,
Liberia,1848,,,0,,,
Liberia,1849,,,0,,,
Liberia,1850,,,0,,,
Liberia,1851,,,0,,,
Liberia,1852,,,0,,,
Liberia,1853,,,0,,,
Liberia,1854,,,0,,,
Liberia,1855,,,0,,,
Liberia,1856,,,0,,,
Liberia,1857,,,0,,,
Liberia,1858,,,0,,,
Liberia,1859,,,0,,,
Liberia,1860,,,0,,,
Liberia,1861,,,0,,,
Liberia,1862,,,0,,,
Liberia,1863,,,0,,,
Liberia,1864,,,0,,,
Liberia,1865,,,0,,,
Liberia,1866,,,0,,,
Liberia,1867,,,0,,,
Liberia,1868,,,0,,,
Liberia,1869,,,0,,,
Liberia,1870,,,0,,,
Liberia,1871,,,0,,,
Liberia,1872,,,0,,,
Liberia,1873,,,0,,,
Liberia,1874,,,0,,,
Liberia,1875,,,0,,,
Liberia,1876,,,0,,,
Liberia,1877,,,0,,,
Liberia,1878,,,0,,,
Liberia,1879,,,0,,,
Liberia,1880,,,0,,,
Liberia,1881,,,0,,,
Liberia,1882,,,0,,,
Liberia,1883,,,0,,,
Liberia,1884,,,0,,,
Liberia,1885,,,0,,,
Liberia,1886,,,0,,,
Liberia,1887,,,0,,,
Liberia,1888,,,0,,,
Liberia,1889,,,0,,,
Liberia,1890,,,0,,,
Liberia,1891,,,0,,,
Liberia,1892,,,0,,,
Liberia,1893,,,0,,,
Liberia,1894,,,0,,,
Liberia,1895,,,0,,,
Liberia,1896,,,0,,,
Liberia,1897,,,0,,,
Liberia,1898,,,0,,,
Liberia,1899,,,0,,,
Liberia,1900,,,0,,,
Liberia,1901,,,0,,,
Liberia,1902,,,0,,,
Liberia,1903,,,0,,,
Liberia,1904,,,0,,,
Liberia,1905,,,0,,,
Liberia,1906,,,0,,,
Liberia,1907,,,0,,,
Liberia,1908,,,0,,,
Liberia,1909,,,0,,,
Liberia,1910,,,0,,,
Liberia,1911,,,0,,,
Liberia,1912,,,0,,,
Liberia,1913,,,0,,,
Liberia,1919,,,0,,,
Liberia,1920,,,0,,,
Liberia,1921,,,0,,,
Liberia,1922,,,0,,,
Liberia,1923,,,0,,,
Liberia,1924,,,0,,,
Liberia,1925,,,0,,,
Liberia,1926,,,0,,,
Liberia,1927,,,0,,,
Liberia,1928,,,0,,,
Liberia,1929,,,0,,,
Liberia,1930,,,0,,,
Liberia,1931,,,0,,,
Liberia,1932,,,0,,,
Liberia,1933,,,0,,,
Liberia,1934,,,0,,,
Liberia,1935,,,0,,,
Liberia,1936,,,0,,,
Liberia,1937,,,0,,,
Liberia,1938,,,0,,,
Liberia,1939,,,0,,,
Liberia,1946,,,1,,,
Liberia,1947,,,1,,,
Liberia,1948,,,1,,,
Liberia,1949,,,1,,,
Liberia,1950,,,2,,824,869
Liberia,1951,,,2,,843,919
Liberia,1952,,,2,,863,947
Liberia,1953,,,2,,884,984
Liberia,1954,,,2,,906,1039
Liberia,1955,,,2,,928,1073
Liberia,1956,,,3,,952,1113
Liberia,1957,,,28,,976,1155
Liberia,1958,,,54,,1001,1188
Liberia,1959,,,80,,1028,1257
Liberia,1960,,,100,,1055,1297
Liberia,1961,,,106,,1083,1328
Liberia,1962,,,112,,1113,1345
Liberia,1963,,,118,,1144,1377
Liberia,1964,,,125,,1175,1447
Liberia,1965,,,130,,1209,1472
Liberia,1966,,,152,,1243,1751
Liberia,1967,,,152,,1279,1740
Liberia,1968,,,152,,1317,1823
Liberia,1969,,,152,,1356,1955
Liberia,1970,,,155,,1397,2083
Liberia,1971,,,155,,1439,2186
Liberia,1972,,,155,,1483,2269
Liberia,1973,,,191,,1528,2212
Liberia,1974,,,227,,1575,2375
Liberia,1975,0,,264,,1625,2017
Liberia,1976,0,,277,,1675,2096
Liberia,1977,0,,291,,1728,2079
Liberia,1978,0,,305,,1783,2161
Liberia,1979,0,,319,,1840,2257
Liberia,1980,0,,335,,1900,2149
Liberia,1981,0,,359,7005.1978,1961,2197
Liberia,1982,0,,385,7017.2349,2025,2134
Liberia,1983,0,,413,7025.0576,2092,2119
Liberia,1984,0,,443,7306.3203,2161,2100
Liberia,1985,0,,475,8217.5166,2233,2071
Liberia,1986,0,,494,7957.2222,2308,2131
Liberia,1987,0,,515,7881.501,2386,2189
Liberia,1988,0,,535,8339.3721,2467,2189
Liberia,1989,0,,557,8379.918,2551,2216
Liberia,1990,0,,580,8870.0195,2265,2245
Liberia,1991,0,,598,3080.8633,2005,2281
Liberia,1992,0,,616,4152.5664,2145,2321
Liberia,1993,0,,635,4428.4092,2271,2374
Liberia,1994,0,,655,4438.3335,2304,2426
Liberia,1995,0,,675,4455.978,2282,2492
Liberia,1996,0,,715,4493.5942,2397,2541
Liberia,1997,0,100.0785,790,6375.4243,2602,2555
Liberia,1998,0,111.0848,873,7221.6802,2772,2580
Liberia,1999,0,311.6714,964,6856.6582,2847.7,
Libya,1952,,,0,,1048,
Libya,1953,,,5,,1068,
Libya,1954,,,9,,1086,
Libya,1955,,,14,,1126,
Libya,1956,,,19,,1167,
Libya,1957,,,22,,1210,
Libya,1958,,,25,,1255,
Libya,1959,,,28,,1301,
Libya,1960,,,32,,1349,
Libya,1961,,,35,,1399,
Libya,1962,,,38,,1451,
Libya,1963,,,41,,1504,
Libya,1964,,,45,,1559,
Libya,1965,,,50,,1624,
Libya,1966,,,74,,1692,
Libya,1967,,,75,,1762,
Libya,1968,,,76,,1836,
Libya,1969,,,77,,1912,
Libya,1970,,,85,,1992,
Libya,1971,,,90,,2097,
Libya,1972,,,100,,2188,
Libya,1973,,,100,,2242,
Libya,1974,,,103,,2334,
Libya,1975,0,,106,,2446,
Libya,1976,0,,110,,2555,
Libya,1977,0,,128,,2669,
Libya,1978,0,,148,,2788,
Libya,1979,0,,172,,2913,
Libya,1980,0,,200,,3043,
Libya,1981,0,,264,89499.281,3179,
Libya,1982,0,,348,100174.06,3330,
Libya,1983,0,,459,111939.53,3469,
Libya,1984,0,,606,124825.59,3624,
Libya,1985,0,,800,138900,3374,
Libya,1986,0,,840,154963.97,3517,
Libya,1987,0,,880,172289.55,3666,
Libya,1988,0,,930,196438.16,3821,
Libya,1989,0,,970,209352.39,3982,
Libya,1990,0,,1020,208431.25,4151,
Libya,1991,0,,1062,217798.33,4326,
Libya,1992,0,,1106,217123.02,4509,
Libya,1993,0,,1152,217487.97,4700,
Libya,1994,0,,1200,235518.48,4789.62,
Libya,1995,0,,1250,279382.28,4883.28,
Libya,1996,0,,1300,329179.34,4978.96,
Libya,1997,8899.656,,1350,355986.25,5076.64,
Libya,1998,18282.77,,1400,457069.25,5175.34,
Libya,1999,28169.08,6572.248,1460,516433.16,5276.05,
Lithuania,1991,0,,1550,815041,3742,30189
Lithuania,1992,266.1634,,1600,829684.13,3742,23768
Lithuania,1993,1228.326,,1650,848998.75,3730,19928
Lithuania,1994,4439.545,,1700,883212.63,3721,17975
Lithuania,1995,14476.53,,1800,920722.13,3715,18570
Lithuania,1996,49567.64,9724.294,1850,965259.69,3710,19431
Lithuania,1997,159802,33828.3,1900,1019063.8,3706,20855
Lithuania,1998,257057.9,67238.59,1950,1068980.1,3703,21914
Lithuania,1999,316921.3,98321.98,2000,1100235.4,3677.92,20754.8
Luxembourg,1815,,,0,,,
Luxembourg,1816,,,0,,,
Luxembourg,1817,,,0,,,
Luxembourg,1818,,,0,,,
Luxembourg,1819,,,0,,,
Luxembourg,1820,,,0,,,
Luxembourg,1821,,,0,,,
Luxembourg,1822,,,0,,,
Luxembourg,1823,,,0,,,
Luxembourg,1824,,,0,,,
Luxembourg,1825,,,0,,,
Luxembourg,1826,,,0,,,
Luxembourg,1827,,,0,,,
Luxembourg,1828,,,0,,,
Luxembourg,1829,,,0,,,
Luxembourg,1830,,,0,,,
Luxembourg,1831,,,0,,,
Luxembourg,1832,,,0,,,
Luxembourg,1833,,,0,,,
Luxembourg,1834,,,0,,,
Luxembourg,1835,,,0,,,
Luxembourg,1836,,,0,,,
Luxembourg,1837,,,0,,,
Luxembourg,1838,,,0,,,
Luxembourg,1839,,,0,,,
Luxembourg,1840,,,0,,,
Luxembourg,1841,,,0,,,
Luxembourg,1842,,,0,,,
Luxembourg,1843,,,0,,,
Luxembourg,1844,,,0,,,
Luxembourg,1845,,,0,,,
Luxembourg,1846,,,0,,,
Luxembourg,1847,,,0,,,
Luxembourg,1848,,,0,,,
Luxembourg,1849,,,0,,,
Luxembourg,1850,,,0,,,
Luxembourg,1851,,,0,,,
Luxembourg,1852,,,0,,,
Luxembourg,1853,,,0,,,
Luxembourg,1854,,,0,,,
Luxembourg,1855,,,0,,,
Luxembourg,1856,,,0,,,
Luxembourg,1857,,,0,,,
Luxembourg,1858,,,0,,,
Luxembourg,1859,,,0,,,
Luxembourg,1860,,,0,,,
Luxembourg,1861,,,0,,,
Luxembourg,1862,,,0,,,
Luxembourg,1863,,,0,,,
Luxembourg,1864,,,0,,,
Luxembourg,1865,,,0,,,
Luxembourg,1866,,,0,,,
Luxembourg,1867,,,0,,,
Luxembourg,1868,,,0,,,
Luxembourg,1869,,,0,,,
Luxembourg,1870,,,0,,,
Luxembourg,1871,,,0,,,
Luxembourg,1872,,,0,,,
Luxembourg,1873,,,0,,,
Luxembourg,1874,,,0,,,
Luxembourg,1875,,,0,,,
Luxembourg,1876,,,0,,,
Luxembourg,1877,,,0,,,
Luxembourg,1878,,,0,,,
Luxembourg,1879,,,0,,,
Luxembourg,1880,,,0,,,
Luxembourg,1881,,,0,,,
Luxembourg,1882,,,0,,,
Luxembourg,1883,,,0,,,
Luxembourg,1884,,,0,,,
Luxembourg,1885,,,0,,,
Luxembourg,1886,,,0,,,
Luxembourg,1887,,,0,,,
Luxembourg,1888,,,0,,,
Luxembourg,1889,,,0,,,
Luxembourg,1890,,,0,,,
Luxembourg,1891,,,0,,,
Luxembourg,1892,,,0,,,
Luxembourg,1893,,,0,,,
Luxembourg,1894,,,0,,,
Luxembourg,1895,,,0,,,
Luxembourg,1896,,,0,,,
Luxembourg,1897,,,0,,,
Luxembourg,1898,,,0,,,
Luxembourg,1899,,,0,,,
Luxembourg,1900,,,0,,,
Luxembourg,1901,,,0,,,
Luxembourg,1902,,,0,,,
Luxembourg,1903,,,0,,,
Luxembourg,1904,,,0,,,
Luxembourg,1905,,,0,,,
Luxembourg,1906,,,0,,,
Luxembourg,1907,,,0,,,
Luxembourg,1908,,,0,,,
Luxembourg,1909,,,0,,,
Luxembourg,1910,,,0,,,
Luxembourg,1911,,,0,,,
Luxembourg,1912,,,0,,,
Luxembourg,1913,,,0,,,
Luxembourg,1938,,,34,,,
Luxembourg,1939,,,34,,,
Luxembourg,1946,,,39,,,
Luxembourg,1947,,,44,,,
Luxembourg,1948,,,49,,,
Luxembourg,1949,,,54,,,
Luxembourg,1950,,,58,,,
Luxembourg,1951,,,63,,,
Luxembourg,1952,,,67,,,
Luxembourg,1953,,,72,,,
Luxembourg,1954,,,76,,,
Luxembourg,1955,,,80,,,
Luxembourg,1956,,,84,,,
Luxembourg,1957,,,89,,,
Luxembourg,1958,,,92,,,
Luxembourg,1959,,,95,,,
Luxembourg,1960,,,98,,,
Luxembourg,1961,,,101,,,
Luxembourg,1962,,,105,,,
Luxembourg,1963,,,110,,,
Luxembourg,1964,,,115,,,
Luxembourg,1965,,,119,,,
Luxembourg,1966,,,126,,,
Luxembourg,1967,,,133,,,
Luxembourg,1968,,,140,,,
Luxembourg,1969,,,149,,,
Luxembourg,1970,,,157,,,
Luxembourg,1971,,,163,,,
Luxembourg,1972,,,169,,,
Luxembourg,1973,,,176,,,
Luxembourg,1974,,,177,,,
Luxembourg,1975,0,,178,107596.1,,
Luxembourg,1976,0,,179,111000,,
Luxembourg,1977,0,,180,117324.1,,
Luxembourg,1978,0,,182,122000,,
Luxembourg,1979,0,,185,127349.86,,
Luxembourg,1980,0,,186,131949.2,,
Luxembourg,1981,0,,199,135277.2,,
Luxembourg,1982,0,,212,138978.88,,
Luxembourg,1983,0,,225,142308.97,,
Luxembourg,1984,0,,226,147114.19,,
Luxembourg,1985,40.03819,,228,151669.64,,
Luxembourg,1986,293.3876,,230,157858.63,,
Luxembourg,1987,376.3151,,233,162249,,
Luxembourg,1988,540.6954,,235,166756.64,,
Luxembourg,1989,665.7926,,238,176573.2,,
Luxembourg,1990,824.3237,,240,183772.16,,
Luxembourg,1991,1138.706,,244,191710.47,,
Macedonia,1991,0,,372,286281.03,2039,6875
Macedonia,1992,0,,378,309061.22,2056,6323
Macedonia,1993,0,,384,321522.53,2071,5755
Macedonia,1994,0,,389,336742.72,1946,5648
Macedonia,1995,0,800,395,351000,1967,5583
Macedonia,1996,1058,1500,400,367256,1982,5624
Macedonia,1997,12408.6,10037.04,410,409322.25,1996,5706
Macedonia,1998,30185.62,20065.55,420,440616.47,2009,5871
Macedonia,1999,48829.84,30059.61,430,471917.88,2023,6184.51
Madagascar,1960,,,82,14000,5482,6169
Madagascar,1961,,,125,16000,5590,6297
Madagascar,1962,,,205,16000,5703,6442
Madagascar,1963,,,285,18000,5821,6380
Madagascar,1964,,,300,18000,5944,6635
Madagascar,1965,,,315,19000,6070,6604
Madagascar,1966,,,330,22000,6200,6741
Madagascar,1967,,,350,23000,6335,7114
Madagascar,1968,,,400,24000,6473,7597
Madagascar,1969,,,500,25000,6616,7883
Madagascar,1970,,,541,27000,6766,8296
Madagascar,1971,,,573,28000,6920,8621
Madagascar,1972,,,607,29000,7082,8511
Madagascar,1973,,,642,29000,7250,8292
Madagascar,1974,,,680,30000,7424,8459
Madagascar,1975,0,,720,31000,7604,8564
Madagascar,1976,0,,845,32000,7805,8300
Madagascar,1977,0,,991,29000,8007,8498
Madagascar,1978,0,,1163,33000,8217,8274
Madagascar,1979,0,,1364,37000,8443,9087
Madagascar,1980,0,,1600,40000,8678,9157
Madagascar,1981,0,,1665,42000,8922,8366
Madagascar,1982,0,,1732,45000,9174,8213
Madagascar,1983,0,,1802,47000,9436,8278
Madagascar,1984,0,,1874,49000,9706,7975
Madagascar,1985,0,,1950,51000,9987,8155
Madagascar,1986,0,,2033,52000,10277,8213
Madagascar,1987,0,,2119,53000,10577,8393
Madagascar,1988,0,,2209,53000,10885,8525
Madagascar,1989,0,,2302,,11201,8867
Madagascar,1990,0,,2400,,11525,9210
Madagascar,1991,0,,2484,,11858,8630
Madagascar,1992,0,,2571,,12201,8733
Madagascar,1993,0,,2661,,12555,8917
Madagascar,1994,308.2017,,2754,,12917,8917
Madagascar,1995,1339.403,,2850,,13289,9068
Madagascar,1996,2379.931,517.3594,2950,,13671,9259
Madagascar,1997,4260.438,2078.292,3050,,14062,9601
Madagascar,1998,13116.59,9234.385,3153,,14463,9976
Madagascar,1999,36730.61,25683.45,3260,,14910.9,10115.7
Malawi,1964,,,70,7000,,
Malawi,1965,,,77,7000,,
Malawi,1966,,,85,8000,,
Malawi,1967,,,92,9000,,
Malawi,1968,,,100,10000,,
Malawi,1969,,,105,11000,,
Malawi,1970,,,107,13000,,
Malawi,1971,,,108,14000,,
Malawi,1972,,,110,15000,,
Malawi,1973,,,112,17000,,
Malawi,1974,,,119,18000,,
Malawi,1975,0,,127,20000,,
Malawi,1976,0,,130,21000,,
Malawi,1977,0,,132,22000,,
Malawi,1978,0,,191,27000,,
Malawi,1979,0,,250,29000,,
Malawi,1980,0,,260,31000,,
Malawi,1981,0,,369,35000,,
Malawi,1982,0,,524,37000,,
Malawi,1983,0,,744,37000,,
Malawi,1984,0,,1056,40000,,
Malawi,1985,0,,1500,41000,,
Malawi,1986,0,,1589,45000,,
Malawi,1987,0,,1683,47000,,
Malawi,1988,0,,1783,49000,,
Malawi,1989,0,,1888,,,
Malawi,1990,0,,2000,,,
Malawi,1991,0,,2088,,,
Malawi,1992,0,,2180,,,
Malawi,1993,0,,2276,,,
Malawi,1994,0,,2376,,,
Malawi,1995,375.8859,,2480,,,
Malawi,1996,3658.53,,2525,,,
Malawi,1997,6947.564,496.251,2600,,,
Malawi,1998,10447.29,1989.96,2677,,,
